_lab_Sample Name,_lab_country,_lab_city,_lab_street,Feature 01,Feature 02,Feature 03,Feature 04,Feature 05,Feature 06,Feature 07,Feature 08,Feature 09,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37
Sample 052,3,6,3,3070.346369,3227.022495,7789.910728,18136.74597,235.0852921,1061.532728,33.12468244,4780.372751,2687.966472,544.2842931,215.6503453,1908.466425,200.4676299,12457.24155,31.53376007,374.2797842,706.517721,169.1339661,37.73643645,7.791913158,13.53079164,194.8908294,293.3852827,330.214193,2945.040242,9.620103532,1210.558198,10.98330033,127.6256034,543663.2328,7.239262744,933759.8484,219.0435476,20.77912546,10.01653372,4.379536371,4.91594567
Sample 053,3,6,3,2523.655098,3287.493705,8114.773369,19898.1156,241.4890532,1105.155222,32.57761618,4813.595336,2396.806293,516.0353158,215.3851454,2010.786996,176.8562895,10882.91272,35.34010116,330.4825277,539.0572637,142.1465234,35.78755629,7.147722602,10.66426041,185.7520826,280.5482515,267.7732802,2652.956478,9.145912886,1587.936155,12.44314644,127.9258333,984776.237,7.071520295,187460.8064,223.499988,18.79715488,10.1478841,4.351558688,3.726652972
Sample 054,3,6,3,2439.829278,3376.718677,8187.92428,19674.75646,246.8190006,1121.750659,35.49100815,4940.419541,2570.222188,556.7037591,260.449302,1950.422568,197.1768426,11482.82573,29.51623907,349.8792973,587.1529515,148.292433,36.34451966,7.313472065,11.51832542,183.4702263,271.6662536,291.2467069,2712.77304,8.382297728,420.1496641,10.82770338,137.9031971,715678.0671,6.841554863,266178.8389,229.725629,21.83557481,9.308359016,4.566551376,4.566725198
Sample 055,4,7,1,4873.118998,1440.105798,7075.08528,23828.95623,1387.458257,661.2835954,305.5335122,3593.496722,480.8997731,435.9251056,123.7628535,735.94373,102.2711459,4278.444546,25.40375617,87.81828388,323.1021288,60.94821363,19.8856029,4.678690004,5.132311214,80.91657353,113.1952809,129.9878719,3883.215364,7.436274227,420.3283832,10.8811328,127.7231736,838969.5973,7.198159932,797830.2602,132.7849665,29.85222972,8.619843242,3.757413087,4.391573229
Sample 056,4,7,1,3790.165031,1150.109697,5442.895336,26674.66065,956.7385604,455.5508109,215.9702215,3178.865133,350.1637387,275.1052925,123.575686,477.0013144,76.80072727,3080.982063,21.98921877,78.17076175,236.0051185,45.31093516,19.9039466,4.700937562,5.038225117,78.42605011,102.6678208,107.2923755,2602.50121,7.405413667,420.1130967,10.07045028,127.1875584,433260.561,6.473571703,487603.7754,99.0556503,25.22006217,7.222762894,3.792158423,4.421349574
Sample 057,4,7,1,3443.959744,1115.563591,5182.730854,27121.36347,929.3051124,451.6209022,215.1275387,3090.401361,299.4254831,239.6275818,123.6319191,1695.981268,65.47428056,2877.078268,20.5215258,72.8857984,271.4382666,44.40770528,19.67530129,5.065437114,4.74968827,75.30021816,102.3201114,90.9244629,3338.816913,7.459686313,420.7719145,10.47786535,127.8601317,470624.7156,7.023802623,768958.2641,93.03825199,27.9946384,7.276441678,4.135727871,3.868098124
Sample 058,4,7,2,4496.673719,1357.65458,6750.100663,23528.9842,1283.233889,624.2922534,283.7427134,3620.635213,459.6043382,495.9192639,123.278204,1362.570194,90.69070153,3966.734423,23.12529153,89.96766706,337.5951501,62.61562167,20.39377791,5.646116748,5.663885224,83.78029047,118.9560032,118.5975115,8255.743507,8.142632406,420.7925625,10.73875479,127.1290599,560713.411,7.459660425,396006.7452,125.5899228,47.98296307,9.347943137,4.153589293,3.99050524
Sample 059,4,7,2,3296.918601,1035.948373,4580.004536,28328.44059,706.7841236,318.404722,159.7442609,2657.765423,204.4002929,197.8039129,123.8398364,525.3464706,45.19801736,2254.31059,20.76392662,74.08050967,223.7306817,35.55757334,20.22770085,5.209435578,5.536496525,73.75851567,91.29836706,76.8200302,1889.498536,7.841570358,420.5870688,10.73373691,141.3834716,269091.5435,7.846699962,272938.7941,93.92874528,20.90340191,7.070418263,3.892029494,4.263745509
Sample 060,4,7,2,2079.890479,1057.615816,3993.381879,29666.9025,555.497577,278.8809741,134.7314621,2039.213644,139.5119226,89.6949325,123.426835,255.5575031,35.08894243,1471.951274,24.34763931,54.62610478,209.0428334,73.44882907,20.21863928,5.579053713,4.666736927,66.27179294,68.68250495,58.56401926,1134.718024,8.029063367,420.0791916,10.81624528,127.0478784,749018.4676,7.277953248,37234.63407,93.58297971,18.00588021,5.920696307,4.221375466,4.64378023
Sample 061,4,7,3,2940.417934,1086.263505,4506.642061,29705.46019,663.5884792,288.8337289,146.3178446,2119.40297,133.2243108,104.2665345,123.6316224,381.2997847,27.96137777,1475.249969,20.83354727,54.11114719,187.6174039,30.04597723,20.40892024,4.990825687,5.346643389,65.39706248,75.83901392,69.99724203,1399.675517,7.588762194,420.192902,10.53348006,127.6496994,503887.7735,7.306838959,673294.9141,93.01541041,18.01508639,5.528902677,4.347815059,4.118095006
Sample 062,4,7,3,2256.588428,923.3778964,3766.419048,30151.48116,514.5757384,215.7754684,110.4607234,2110.773707,101.7935459,96.02253139,123.833467,198.1590728,23.42774066,1318.455438,24.68973838,65.91369422,193.4769098,27.30135321,20.4912999,4.957183189,5.321546732,68.94358676,81.54367607,130.3516169,1052.315464,7.368412218,420.7754051,10.5608334,127.0595371,646809.6663,7.249547633,429564.4593,93.29367529,18.09593684,5.443612208,4.501609875,4.16297207
Sample 063,4,7,3,3223.505957,1106.77198,4654.724095,29544.20441,688.6644629,317.6678801,160.2336556,2751.390833,185.9880613,150.6877343,123.2701855,261.6652563,37.88526931,1981.14265,21.15041288,64.43636977,215.3805894,35.38830183,20.06006138,5.545640513,5.078479709,70.98515122,81.14245252,66.07368959,1576.555277,7.94011774,420.3533914,10.34652609,127.9197624,307745.582,7.785342884,451739.2349,93.04526018,19.08696019,5.864053075,4.56253948,4.638322805
Sample 064,4,8,1,3197.03241,1047.432854,7823.482807,24352.29376,241.4898352,285.1373037,81.11406019,4126.947016,255.2199008,859.822628,123.4008007,1923.684203,91.9577696,5182.512563,26.63370442,149.3445449,334.606759,45.18238219,21.80261032,5.945810859,8.009701703,108.4885405,115.6837453,199.1236216,10963.36335,8.07279585,420.8389478,10.55075565,127.1717245,138724.6361,7.243835178,609857.1693,163.0947315,57.25359259,10.52131213,4.104264585,4.429671259
Sample 065,4,8,1,3390.55757,1065.972741,7602.984095,24405.92508,231.1239754,273.0047323,76.90268522,4023.782968,237.3540811,865.665074,123.5542546,1728.792409,90.24049049,4897.471925,27.75367883,146.6265809,344.3832533,42.92180376,22.52907654,5.527745441,7.788271006,94.86533396,106.1492308,220.0922792,8603.044015,7.555524976,420.1338873,10.02110271,141.9680464,475572.9338,8.781293141,59403.29686,137.211366,52.61951914,10.20779012,4.066321956,4.646432
Sample 066,4,8,1,3343.959291,979.6920283,6581.81454,26167.36628,200.1181005,235.1299585,68.44647965,3663.566621,196.4662419,619.3239563,123.4438654,1683.348624,74.96464045,3737.148321,24.55029394,112.7872942,257.010371,33.45459983,20.38696586,5.6156593,6.652057047,90.45698104,98.08511155,125.8809027,6990.856881,7.378828671,420.6981479,10.73677121,127.3045428,362459.2808,9.147719266,315811.4383,119.0363613,46.12847848,8.89569177,4.106786621,3.869498005
Sample 067,4,8,2,3430.213882,1027.388874,7385.122407,25067.71002,219.9321834,260.4235722,72.93388687,4127.144652,251.191498,895.7341429,123.0903841,2409.250075,85.94368393,5192.614671,26.46042104,148.096452,340.6479786,46.36670201,23.66963493,5.425668475,7.660093173,107.0955553,122.0295095,196.8469791,13237.43809,8.196423608,420.1903446,10.83397174,127.6715951,788113.4284,6.401505207,772722.1309,157.4867947,70.5126919,10.20952022,3.976293024,3.69833528
Sample 068,4,8,2,3133.138624,1032.696266,7313.518931,25205.40539,216.0017549,266.0751836,74.43653732,4003.576776,230.0883895,724.3667965,123.7443813,1347.345003,78.51544939,4297.96965,24.41708947,128.2817052,307.9179579,39.18230696,19.72651628,5.333044649,7.45861972,101.5100835,111.5598374,146.3988185,9640.771163,8.159127559,420.3968069,10.83631966,127.2044433,780295.8208,7.088843144,696432.989,116.3109474,51.72022385,9.80161122,4.313620039,3.824814695
Sample 069,4,8,2,2576.482627,970.34382,6619.83897,26306.21574,199.7287568,233.1562179,66.40897108,3730.610696,207.4228596,639.9639462,123.0326154,1905.328633,77.03785451,3712.077781,29.69855043,113.4337919,269.1128311,36.95939213,21.38427676,5.324931184,6.705805291,99.04378426,104.5151457,159.8048744,8750.173405,7.355996237,420.3389473,10.03312037,127.9748097,668512.2143,7.138536549,125332.1811,107.513915,45.63297825,8.884497229,4.63105679,4.386370069
Sample 070,4,8,3,3223.257508,1001.025404,7459.968995,24997.7234,224.9158519,254.7144457,73.45083756,4093.871452,253.1494042,958.1513737,123.4297425,2283.927486,95.69647833,5222.911313,29.031383,152.4401813,355.659869,45.22647449,23.82456927,5.555210042,7.943111265,109.1640651,126.6056803,219.6823644,14537.225,8.328935665,420.9226928,10.91217234,127.0395597,133503.8597,7.11998897,130151.4504,162.8158207,75.9152108,10.70300717,4.129014899,4.577282362
Sample 071,4,8,3,3260.507384,900.5303442,5906.950894,27621.2093,180.9160801,218.4949323,60.24199328,3593.507602,142.6436402,445.1496086,123.0372623,1155.756072,62.05701469,3107.37622,23.28500121,96.19146308,262.514686,29.03013,20.44082839,5.395424557,6.289455541,92.98018034,94.50514319,101.9638924,5022.131113,7.624574187,420.8384026,10.09492518,127.4917911,21555.8872,6.553310561,92352.33872,93.83833488,34.8402658,7.734494866,4.195992012,4.311624445
Sample 072,4,8,3,2659.920949,862.8611398,5686.443964,28228.52777,172.4715926,199.9641858,57.0535631,3460.45549,152.0687265,491.7508021,123.9757978,1035.288239,63.03313167,3064.228765,20.50078576,106.0008086,250.9496695,28.24227306,19.81447782,4.762244895,6.277953713,95.23539108,98.14976968,111.9029285,5443.373384,7.423083945,1042.229524,10.85090801,127.640933,559840.7059,9.211976393,7820.293569,93.65991064,33.0995658,7.816191806,3.721539893,4.004731325
Sample 073,4,9,1,2310.480951,2781.984853,6792.726685,21144.3286,158.2348657,535.9899152,34.89258982,4450.139697,3604.528611,564.9359661,138.3223399,1947.60618,145.5817017,8282.423525,24.92631448,277.2030064,388.6189018,93.23816113,29.15220057,6.633460317,7.205498921,164.2151002,318.2887819,263.251071,4373.937613,8.036395093,420.8654906,10.52219982,127.4050161,300819.0181,7.698066761,423109.3852,178.0811761,30.07821858,9.466494588,3.858951798,4.454652328
Sample 074,4,9,1,2896.576858,2759.393456,7263.533417,22043.77381,162.9354201,603.6948732,35.1558437,4613.828802,3535.914135,608.7840278,123.90963,2022.766029,147.9863102,8322.273596,21.96462845,284.7828929,403.7121756,92.19513602,29.40516824,5.663350852,6.456919276,160.854213,306.8552515,263.7492725,3846.348717,7.460175654,420.2162896,10.01636646,127.057082,939409.7139,7.119386727,655573.1749,182.3527647,26.99520583,8.944312251,4.564800927,3.712323016
Sample 075,4,9,1,2653.929264,2792.171431,7673.297855,22175.30514,156.7577308,568.9114218,34.84604088,4769.989148,3227.97393,497.2867392,148.1832479,1638.846152,136.1128508,7622.444566,20.76664569,247.773851,344.3731331,79.0373422,28.12077694,5.763195381,6.592925604,154.7596956,288.0581831,215.5918072,3085.978845,7.744465383,420.0648991,10.12917716,127.630337,980903.636,7.120812671,722922.5247,195.1815281,26.99005005,8.833020701,4.05595889,4.534151447
Sample 076,4,9,2,2513.349984,2877.241258,6884.688407,20329.23332,162.836382,568.7847767,37.27321478,4573.976147,3774.585426,590.864798,184.2844522,2070.901981,166.2374552,9417.627515,29.96435354,286.3963842,442.7091905,103.4848828,32.39373211,6.292991818,7.4799196,166.744178,311.6059175,302.484324,4645.032326,7.682208392,420.6780005,10.59317471,127.2145812,286620.3889,6.370066761,531209.2936,224.6722959,32.03505567,9.377736089,3.768712821,4.102961749
Sample 077,4,9,2,2833.196595,2762.020052,7475.330337,22298.53221,151.1628146,548.0428316,35.13324948,4546.611544,3327.118975,523.5312526,134.0550176,1677.595707,141.5942174,7792.534641,26.28956937,258.414457,371.3462475,83.98137747,27.90282807,6.125000009,6.503764522,153.4090951,298.7389266,237.9563646,2958.572634,7.798127313,420.5351202,10.72178737,184.6697094,800820.287,8.981630127,108817.9383,201.7311957,21.78234589,8.20144572,4.116365248,4.613636002
Sample 078,4,9,2,2163.251084,2676.847713,7406.224171,22252.44851,131.4714954,537.8014417,34.45275425,4639.739497,3162.926533,470.8863915,136.7090498,1512.068536,134.7642723,7182.385442,28.89013766,235.5092198,334.8105619,76.27168198,26.74723432,5.527618178,6.492769581,156.6588507,280.4900636,205.4543711,2383.711824,7.229186178,420.5173492,10.03702522,127.3945609,896111.3514,7.393486592,631766.3735,190.5694693,21.95944104,8.430944598,3.845212758,4.079497749
Sample 079,4,9,3,2543.616045,2811.649997,6593.319118,20644.27436,162.510575,535.096502,32.9466371,4353.751224,3980.593561,632.6745574,175.8945604,2004.218043,158.1469319,8407.87345,29.7869041,268.9614506,409.4103336,90.20690708,30.74567143,6.755117711,7.279385205,164.2191813,314.0311417,282.2140771,4469.959887,8.354908898,1075.455719,10.17616934,146.3961077,597526.5768,9.266577298,126499.8653,220.2756226,29.26033627,9.301380759,3.915757729,3.934520896
Sample 080,4,9,3,2906.806622,2744.586092,7231.604991,22197.88681,156.9392924,560.3333159,35.14974569,4607.164522,3335.883615,509.6351596,144.5985172,1701.869408,153.0095378,7802.300349,24.50504828,261.2871415,361.710069,82.29461003,29.92742865,5.596342835,6.461526831,151.3292191,289.9019463,238.3049687,2646.126681,7.532498684,420.8528276,10.23243664,165.0790369,884016.7357,8.318438663,134303.3043,191.0386001,24.01871053,8.015137572,4.374317783,3.9795465
Sample 081,4,9,3,2946.684993,2661.762145,7209.720579,22136.17767,133.7211475,494.2611064,31.72908074,4487.255671,3323.424476,458.0564879,162.42502,1644.414218,134.4112916,7522.40003,23.69838896,270.2775955,367.5552068,80.9879522,27.20471534,5.516580493,6.628173831,148.2779686,279.6446445,224.2380836,2851.158145,8.143672832,420.8232011,10.71501279,160.0200771,943731.5412,9.155814075,98594.09271,171.2427047,25.21016045,8.781645133,4.642420827,4.565350758
Sample 082,4,10,1,2543.830829,809.5444541,4471.142187,27736.58477,152.5908209,430.3668334,47.81187443,2929.660358,69.21725739,321.783917,123.5675973,696.6612092,14.29903963,1142.517724,22.02922695,68.85245363,263.3940825,25.06783658,20.62324725,5.290908654,5.333711371,49.93524009,54.38013873,66.06810903,3322.815751,7.50310182,1764.016572,13.67058606,164.9024826,549158.0874,9.05079369,142027.2484,93.0189394,22.49786114,5.651912095,4.587330518,4.447457064
Sample 083,4,10,1,3160.251931,872.5049333,4404.358468,28036.66253,168.4851243,475.7394795,53.33196185,3018.804069,55.54076358,314.9797899,123.8945119,915.7834848,12.53208231,1220.561825,23.50970072,71.07531654,241.8502392,25.93242091,20.00640868,4.958072442,5.644778877,51.85614999,55.30172242,88.82382084,4398.92974,7.628224336,420.47471,10.58937948,142.3006722,728386.8246,6.599303878,168251.2985,93.98265318,31.25116809,6.28871727,3.720473595,3.859707991
Sample 084,4,10,1,1450.21639,702.4927854,3071.421112,28252.22443,151.8897067,425.0247402,46.03328489,1926.204917,32.57477243,251.250153,123.2141658,1155.247886,12.52058467,1183.731367,20.57859845,64.98724487,238.9452183,24.63101045,20.62663315,4.803854089,4.78373751,44.93437119,46.08786613,77.25680331,2646.655909,7.86103376,420.9441186,10.87293879,267.7638558,576758.2979,8.298259791,196248.9223,93.80261953,22.74605312,5.646007221,4.603084679,3.840607495
Sample 085,4,10,2,2427.250527,757.4424023,4026.1841,28451.5445,128.2028578,349.5545209,47.36782063,3210.463295,89.30207942,375.8245707,123.0038592,1269.554425,18.04466772,1136.118486,20.7757851,69.75480153,253.6623318,25.26820615,20.00981274,4.85560013,5.535989922,59.20612447,66.00938536,84.01477159,7037.155118,7.581088012,420.4586205,10.45399139,151.878309,25857.47108,6.917712664,317479.7751,93.56348526,38.93402454,6.032751521,3.856666045,4.559982887
Sample 086,4,10,2,2303.285839,768.4377961,4356.725775,27852.12313,150.0431352,400.5669112,43.40276323,3302.82075,71.61449967,359.5282424,123.8805815,888.2295854,15.21414233,1211.59878,20.66139463,64.84545255,272.2825412,26.91436233,19.7300895,5.623283718,5.234521879,52.15656149,62.33830341,93.57705626,4380.426111,7.336170612,420.8499723,10.98392905,127.38075,446530.9783,6.871889795,316428.9991,93.38882902,27.54843499,5.832070824,4.692615198,4.437431174
Sample 087,4,10,2,2483.7572,746.1092282,3558.037029,28321.20929,157.9835574,450.4394715,45.39222353,2330.28524,49.42022507,242.4981703,123.2351216,582.0069128,12.89193394,981.3902755,25.36965724,64.93762142,256.5030611,28.24146666,20.27913992,4.963279759,4.786817928,44.45412402,49.38134237,72.06017416,3228.450111,7.296626623,420.5355524,10.25996142,270.0376892,646301.9574,9.557341447,217563.3094,93.65252841,24.09282336,5.877543669,4.026499596,4.458783609
Sample 088,4,10,3,2727.087062,741.4863401,4243.508227,27805.47874,128.2380921,357.6236935,43.34330792,3583.076273,89.74580433,406.2498283,123.2448646,870.7666394,17.65970384,1251.533389,20.21976762,76.56190011,278.2235627,39.1620269,20.22228005,4.903869542,5.636996085,60.3565539,64.66853048,77.07147765,5070.716031,7.505161642,420.4341013,10.69066914,127.4069514,521202.9527,7.102491318,251041.846,93.99370816,34.35479478,6.887723317,3.927543496,3.880224519
Sample 089,4,10,3,3326.713779,800.8947075,4353.400896,27975.47702,154.0112955,438.5709965,47.98855948,3183.375338,84.69490475,393.1909182,123.640917,1170.021833,16.39643362,1233.339035,20.60258974,65.23410971,244.8271757,27.06372667,20.57311669,5.326824194,5.50663331,56.07743658,63.30854953,99.91101657,6284.43213,8.02388365,420.0244337,10.5967438,127.2737862,372312.6608,7.619431411,892922.4053,93.71376583,33.99257275,6.789238647,4.677044063,3.860039343
Sample 090,4,10,3,2513.567822,762.6834159,3754.904359,28675.12894,139.4398529,371.8878976,39.23965593,2415.56826,42.18447887,265.9241438,123.3045245,543.3931034,11.54648083,981.5072667,20.184259,67.99617231,254.3203447,24.32487704,19.867892,4.670962635,4.728983313,49.0091303,52.91714749,79.09469307,5139.660724,7.827252866,420.5043598,10.2793289,127.231351,937134.6663,7.457519926,703223.2246,93.10236698,24.56542054,6.210436377,4.477513541,4.313405749
Sample 091,4,11,1,2696.409188,1040.704047,4702.843522,28105.74833,327.9362636,167.5661198,26.94627994,4046.732229,650.9487989,790.6027904,123.8256208,1320.25254,68.91870844,2439.613716,22.09750972,83.57224427,295.9280122,57.47402718,20.45436021,4.744835135,4.944739223,82.63029552,140.944138,175.6510495,15434.31723,8.005932764,420.876484,10.27920991,127.7378979,829532.8245,6.88225819,555737.9427,110.2472889,68.44689123,10.11314169,4.591110827,3.777953604
Sample 092,4,11,1,2996.387283,909.1923054,4055.290717,30475.48038,327.234118,164.8709546,25.64990794,3363.268124,544.7266531,392.9529528,123.8836887,879.2042169,41.90240026,1895.490446,20.86199215,76.84592937,266.2708346,49.08031128,20.01438575,4.976251031,5.076296653,64.72399727,157.5990089,109.7014204,6926.397647,8.180185458,420.9082488,10.68376771,127.8794,849085.48,6.409753264,184433.6678,93.69279479,47.13426264,8.984722682,4.385168667,4.172579187
Sample 093,4,11,1,3196.864131,976.0195776,4619.598655,30259.80976,323.4070321,158.5403751,26.05530762,3967.165847,604.2030044,735.7341608,123.945373,1272.662279,57.59924169,2269.599442,23.82564925,85.39995695,304.7528108,53.53012014,20.63881751,4.890637374,5.293475433,72.94589011,246.9790503,143.3706583,11398.04127,7.63777428,420.2852035,10.81128107,127.772488,372534.2399,6.807649868,212030.8425,93.33295591,67.87385322,10.33122427,4.545923228,4.351588239
Sample 094,4,11,2,2577.112501,1002.580858,4868.591248,27905.75964,317.8594851,164.8945219,26.42757906,4117.328707,664.1541526,833.9106336,123.3907953,2160.914742,65.69813135,2701.590216,23.24558026,96.93632924,313.8001524,62.22881969,20.50271909,5.361956065,5.585769761,84.40130569,133.7094159,181.0583877,12745.03832,8.035195774,420.1327037,10.07624122,127.0358329,593184.5752,7.183060829,77346.80811,112.2217488,70.68252646,21.48233425,4.531728434,3.823694235
Sample 095,4,11,2,3100.600677,1069.424309,4794.557104,28813.8397,359.3240782,194.6564422,28.70919833,4036.983084,696.7472866,544.1852159,123.8013201,846.0069025,64.46650612,2524.978224,27.83731821,78.88860407,319.9979229,71.77810035,20.37847217,5.366898562,5.081818357,81.16893509,139.0868983,164.6998897,12738.19621,7.739180448,420.0001325,10.36937269,127.5543163,872552.5646,6.736412696,913800.4108,93.63249099,52.7382146,19.35828998,4.024091755,4.040041303
Sample 096,4,11,2,1709.796573,829.7702704,3208.04023,31559.68647,296.3279775,143.2604362,21.10099942,2225.037286,379.8534834,176.9505965,123.1571133,237.7464232,26.12834229,1428.653019,20.61260507,63.67754735,233.3115179,41.74924063,19.88156618,5.518481952,5.378166827,67.31064636,109.1558803,92.71200966,2782.348102,7.225126933,420.3179607,10.80623709,127.5881745,933501.6085,6.83679757,706715.2177,93.93218545,20.63124906,8.897769841,3.802943135,4.475038864
Sample 097,4,11,3,2840.23549,1062.447054,5137.754167,26990.47696,343.9600346,184.8053469,28.55816247,4560.59897,796.6305728,997.0035554,123.6251654,2364.799671,77.59996042,3115.961132,29.93748241,93.62827234,316.532987,67.19962285,20.34878099,5.225726263,5.637541419,85.20134641,149.1144048,180.1048804,14955.69602,7.206824279,420.530108,10.95833099,127.2461885,668464.2744,6.874821875,557788.9668,146.5259202,82.41012174,11.59553219,4.472447076,4.575988598
Sample 098,4,11,3,3210.136057,944.3217212,4121.640117,29921.37237,303.1427026,147.7578684,22.38848568,3537.020986,514.185457,590.0152424,123.6989854,1278.907799,58.51710394,2111.863758,27.10327945,73.86477475,256.4421674,51.01768066,19.87671037,5.236999051,5.10213869,65.00491698,133.0174153,93.5532914,6620.632262,7.986086239,420.8291761,10.99373484,127.3983863,206776.4579,8.202240536,313428.9899,93.30048964,44.39520706,16.90365988,4.347791513,3.827356203
